"t","utility","dimmer","servers"
660,221.620016205242,1,8
720,159.877825944128,1,13
780,227.542127761471,1,8
840,244.835102793328,1,4.00006666666667
900,252.715537543974,1,3
960,232.114866769464,1,7.99991666666667
1020,166.5242814213,1,12.9999166666667
1080,254.590474988298,1,4.00015
1140,233.681588616705,1,7.99991666666667
1200,245.202523113363,1,4.00006666666667
1260,223.340899158314,1,7.99991666666667
1320,172.976962025386,1,12.9999166666667
1380,249.038051662651,1,4.00015
1440,245.522783425622,1,3
1500,238.092283368285,1,7.99983333333334
1560,251.733453214411,1,4.00013333333333
1620,220.836037326695,1,7.99983333333334
1680,160.83404483941,1,12.9998333333333
1740,254.531507066509,1,4.00029999999999
1800,255.872376715009,1,3
1860,224.60899058271,1,7.99983333333334
1920,235.374724784299,1,4.00013333333333
1980,252.266570430426,1,3
2040,237.799558803936,1,7.99983333333334
2100,166.336388880172,1,12.9998333333333
2160,242.077425069349,1,4.00029999999999
2220,205.407326166795,1,7.99983333333334
2280,239.614830681469,1,4.00020000000001
2340,259.199313541919,1,3
2400,254.457693100481,1,3
2460,216.418077045316,1,7.99974999999999
2520,182.599178133403,1,12.99975
2580,254.294373145115,1,4.00045000000002
2640,248.760198697682,1,3
2700,209.270072487603,1,7.99974999999999
2760,244.256557937676,1,4.00020000000001
2820,265.14327374626,1,3
2880,245.402242044736,1,3
2940,174.178293421541,1,12.9995
3000,221.545171818726,1,9.00020000000001
3060,245.668214450315,1,4.00026666666666
3120,209.998808177656,1,7.99966666666667
3180,242.034786250315,1,4.00026666666666
3240,263.996378730933,1,3
3300,244.138071103926,1,3
3360,178.514673548966,1,12.9993333333333
3420,210.07811673862,1,9.00026666666666
3480,247.877526403776,1,4.00033333333334
3540,262.297115512627,1,3
3600,251.162536294221,1,3
3660,220.25166545462,1,7.99958333333332
3720,251.901005722468,1,4.00026666666666
3780,257.355344704388,1,3
3840,164.575565152483,1,12.9991666666666
3900,196.938630967002,1,9.00033333333334
