"t","utility","dimmer","servers"
660,256.752990778575,1,3
720,254.743330748684,1,3
780,170.122743204342,1,13
840,208.057321934031,1,8
900,159.091234784257,1,13
960,260.113453874891,1,3
1020,171.460375057887,1,13
1080,258.367070134213,1,3
1140,252.332704433908,1,3
1200,256.76280147717,1,3
1260,181.479763083392,1,13
1320,259.743563226369,1,3
1380,244.93549484447,1,3
1440,260.734543752832,1,3
1500,257.663425345199,1,3
1560,191.187540738993,1,13
1620,243.643358959129,1,4.00015
1680,167.623529653702,1,13
1740,165.39032920689,1,13
1800,159.043377427341,1,13
1860,230.413986043223,1,8
1920,216.839290202763,1,13
1980,227.845456153946,1,13
2040,298.49347293538,1,8
2100,232.951106054583,1,3
2160,-273.144739121461,1,3
2220,163.723224888634,1.66666666700621e-05,3
2280,277.349347863976,1,8
2340,277.101688376436,1,8
2400,279.955829485277,1,8
2460,245.215197680304,1,13
2520,280.807597699833,1,8
2580,234.086999672386,1,3
2640,237.468478914552,1,13
2700,283.520988608051,1,8
2760,292.762235893036,1,8
2820,249.55706241967,1,3
2880,217.319303114635,1,13
2940,261.261619689357,1,8
3000,251.857359930655,1,13
3060,278.38073276951,1,8
3120,257.668233862995,1,13
3180,242.194207524254,1,3
3240,290.501356830579,1,8
3300,-20.4113978930972,1,3
3360,227.746937665825,0,3
3420,-259.705226689772,1,3
3480,146.554408420726,0,3
3540,118.17581398395,1,3
3600,-213.500586456058,1,3
3660,210.366261625326,0,3
3720,-228.312336390872,1,3
3780,186.912866808066,0,3
3840,41.5111257451396,1,3
3900,118.727602415321,1,3
3960,-16.2534593900762,1,3
4020,259.84647899456,0,3
4080,-47.7941007399495,1,3
4140,221.680891612396,0,3
4200,304.722836675269,1,8
4260,-67.8742580564349,1,3
4320,211.110840950665,0,3
4380,217.01604499419,1,3
4440,235.159145278015,1,13
4500,-254.777808065078,1,3
4560,130.122770254648,0,3
4620,215.610107361154,1,13
4680,226.114110779067,1,13
4740,-166.213683419467,1,3
4800,166.248819367383,0,3
4860,287.117828579952,1,8
4920,-364.193164695598,1,3
4980,35.5444823053813,0,3
5040,241.875690957801,1,13
5100,251.209564060517,1,3
5160,-293.672372974818,1,3
5220,134.614616944889,0,3
5280,-337.718899193734,1,3
5340,132.660732231036,0,3
5400,298.282342153195,1,8
5460,53.5807652261981,1,3
5520,-115.851210496819,1,3
5580,221.094727607489,0,3
5640,245.756431680401,1,13
5700,249.407958430551,1,13
5760,240.799731506433,1,13
5820,286.428005578053,1,8
5880,217.571835915903,1,13
5940,239.245907550195,1,13
6000,252.615525728025,1,13
6060,263.747582749645,1,8
6120,241.922732638388,1,13
6180,277.739313091389,1,8
6240,272.770653596146,1,8
6300,225.067641839721,1,13
6360,284.288200729902,1,8
6420,-269.818017978991,1,4.00006666666668
6480,151.443964189992,0,3
6540,149.40834321923,1,3
6600,275.429276067536,1,8
6660,263.888980307269,1,8
6720,253.441098122747,1,13
6780,78.1188710066023,1,3
6840,-346.905122398204,1,3
6900,123.883243021367,1.66666666700621e-05,3
6960,259.911364578503,0.99998333333333,12.9998333333333
7020,256.111183249065,1,13
7080,238.906052476295,1,13
7140,297.369029865994,1,8
7200,-25.0799554996666,1,3
7260,229.088617891002,0.000183333333340367,3
7320,239.315148902841,1,3
7380,-173.171771083744,1,3
7440,187.007671083811,0,3
7500,269.050688237524,1,8
7560,288.314629656954,1,8
7620,-3.31455380245404,1,3
7680,238.902259913988,1.66666666700621e-05,3
7740,302.72697695315,1,8
7800,-236.308904155274,1,3
7860,138.368488249545,0,3
7920,288.783565160423,1,8
7980,272.650391229396,1,8
8040,-272.325068430021,1,3
8100,144.563073697234,0,3
8160,244.545333762073,1,13
8220,11.8463815925833,1,3
8280,254.137738540009,1,13
8340,-279.08864475358,1,3
8400,141.547617483834,0,3
8460,26.8739741906923,1,3
8520,231.063025345409,1,13
8580,262.11512031022,1,8
8640,261.606935991677,1,3
8700,166.781642467384,1,13
8760,216.232357165624,1,9.00006666666668
8820,195.328878569897,1,13
8880,165.360650017426,1,13
8940,242.349936362471,1,3
9000,247.498118621999,1,3
9060,178.850312611592,1,13
9120,251.84824758959,1,3
9180,176.783213086486,1,13
9240,253.893920951747,1,3
9300,261.707434489688,1,3
9360,210.253213234273,1,8
9420,204.287007342346,1,8
9480,174.82474799522,1,13
9540,193.429414171739,1,13
9600,247.114812977358,1,3
9660,168.729254013995,1,13
9720,260.772401042275,1,3
9780,183.438983312426,1,13
9840,165.3363300802,1,13
